PEDFE_code,mean_anger,mean_disgust,mean_fear,mean_happiness,mean_sadness,mean_surprise,mean_neutral
11_ds_1,0.04272240772843361,0.5484446883201599,0.0056879702024161816,0.15998747944831848,0.15236593782901764,0.002027832204475999,0.08876362442970276
11_ds_2,0.034497905522584915,0.5215103626251221,0.0023553732316941023,0.22439706325531006,0.17097416520118713,0.0016430312534794211,0.04462217912077904
11_fg_1,0.022336188703775406,0.09275544434785843,0.0042772311717271805,0.6865530014038086,0.10705496370792389,0.0035482633393257856,0.08347497880458832
11_fg_2,0.05252762511372566,0.19836115837097168,0.012145350687205791,0.6143171191215515,0.03839155286550522,0.014318975619971752,0.0699382796883583
11_fg_3,0.029874742031097412,0.15939152240753174,0.007883126847445965,0.5958256125450134,0.10144387930631638,0.004851841367781162,0.10072925686836243
11_fg_4,0.012094179168343544,0.13709306716918945,0.002690821187570691,0.7261662483215332,0.048278260976076126,0.002777475630864501,0.07090000808238983
11_fs_1,0.023874307051301003,0.16263188421726227,0.003951576538383961,0.6832703948020935,0.08883731812238693,0.002486963290721178,0.03494766354560852
11_fs_2,0.0316568985581398,0.2613660991191864,0.005888345185667276,0.6113263964653015,0.060280248522758484,0.0019463232019916177,0.0275356974452734
11_rg_3,0.14347903430461884,0.1420518010854721,0.004279701504856348,0.018477482721209526,0.6439208388328552,0.001587828155606985,0.046203311532735825
11_rg_4,0.024865273386240005,0.07269761711359024,0.002420587930828333,0.048197388648986816,0.5381633639335632,0.002189826453104615,0.3114658296108246
11_rs_1,0.1693921983242035,0.05281877890229225,0.005336722359061241,0.012477708980441093,0.6628389954566956,0.0011010925518348813,0.09603451192378998
11_rs_2,0.09930387139320374,0.04759281501173973,0.0024985873606055975,0.013556207530200481,0.6899009943008423,0.00105861050542444,0.14608891308307648
11_sg_1,0.021690089255571365,0.2656002342700958,0.01143951527774334,0.3726124167442322,0.17776498198509216,0.027039017528295517,0.12385374307632446
11_sg_2,0.04550051689147949,0.3237549960613251,0.007475572172552347,0.32602959871292114,0.24913150072097778,0.0017987993778660893,0.046309035271406174
11_ss_1,0.010344634763896465,0.3056553602218628,0.008463643491268158,0.031009674072265625,0.5242967009544373,0.0065784817561507225,0.11365142464637756
11_ss_2,0.02021697908639908,0.28417670726776123,0.00619771983474493,0.22010968625545502,0.29403868317604065,0.03000347875058651,0.14525675773620605
11_tg_1,0.03067052736878395,0.14078091084957123,0.0077717420645058155,0.24182331562042236,0.1986962854862213,0.010362637229263783,0.3698945939540863
11_tg_2,0.03716949746012688,0.27600058913230896,0.009041989222168922,0.05549340322613716,0.48144078254699707,0.0020979330874979496,0.13875578343868256
11_tg_3,0.011599770747125149,0.04160044342279434,0.002596088219434023,0.34222719073295593,0.3777927756309509,0.0024494328536093235,0.22173433005809784
11_tg_4,0.011121775023639202,0.060953348875045776,0.004613486584275961,0.053587406873703,0.5983228087425232,0.0021694484166800976,0.2692317068576813
11_ts_1,0.03455470874905586,0.07774108648300171,0.013016022741794586,0.024618729948997498,0.7419518232345581,0.002791681094095111,0.10532590001821518
11_ts_2,0.050383374094963074,0.031911700963974,0.013446136377751827,0.017378512769937515,0.7701147794723511,0.003083721036091447,0.11368175595998764
11_ts_3,0.03670276701450348,0.05537545680999756,0.017635103315114975,0.03588319569826126,0.6973026394844055,0.00204478669911623,0.15505605936050415
12_dg_1,0.08109873533248901,0.2783786356449127,0.00814463198184967,0.3944510519504547,0.11653060466051102,0.010085930116474628,0.11131040006875992
12_dg_2,0.16054929792881012,0.10412931442260742,0.004977003205567598,0.11231402307748795,0.40816453099250793,0.0037120545748621225,0.2061537355184555
12_dg_3,0.11256082355976105,0.2501875162124634,0.0058234562166035175,0.10931406170129776,0.27528849244117737,0.0021915098186582327,0.24463416635990143
12_dg_4,0.038051996380090714,0.30996420979499817,0.015453049913048744,0.029944652691483498,0.5530132055282593,0.0019340231083333492,0.0516388937830925
12_dg_5,0.044380947947502136,0.18970847129821777,0.003714985214173794,0.041131358593702316,0.5312755703926086,0.00415353337302804,0.18563510477542877
12_ds_1,0.1866525560617447,0.4346630573272705,0.00509337754920125,0.061046212911605835,0.10215109586715698,0.0036793299950659275,0.20671437680721283
12_ds_2,0.2791333496570587,0.14098648726940155,0.005158997140824795,0.06538763642311096,0.15504774451255798,0.0021409508772194386,0.3521448075771332
12_ds_3,0.13439324498176575,0.4655078947544098,0.0025741243734955788,0.11534004658460617,0.0991608053445816,0.001251308829523623,0.18177254498004913
12_fg_1,0.017095688730478287,0.012631711550056934,0.005316447000950575,0.9550474882125854,0.002291696611791849,0.007267431356012821,0.0003494074335321784
12_fg_2,0.054929088801145554,0.003854410955682397,0.005460493266582489,0.6843650341033936,0.040672700852155685,0.04958955943584442,0.1611286699771881
12_fg_3,0.01976822502911091,0.02157350443303585,0.0047459788620471954,0.9318057298660278,0.005336434114724398,0.01428381446748972,0.0024863576982170343
12_fs_1,0.009439153596758842,0.0038744721096009016,0.0010403294581919909,0.6862386465072632,0.09823007136583328,0.0007018671603873372,0.20047543942928314
12_fs_3,0.0038229029159992933,0.002134509151801467,0.0005258548771962523,0.9397017359733582,0.03599872067570686,0.0003651332517620176,0.017451217398047447
12_pg_1,0.140884667634964,0.12787437438964844,0.0034620328806340694,0.5251326560974121,0.0741347223520279,0.0023205559700727463,0.1261909455060959
12_ps_1,0.03298243135213852,0.0021860934793949127,0.001662472728639841,0.026943666860461235,0.11140252649784088,0.0018328643636777997,0.8229900002479553
12_ps_2,0.08296062052249908,0.002692664507776499,0.0017140760319307446,0.04862802103161812,0.16032898426055908,0.0014355357270687819,0.7022401094436646
12_ps_3,0.024432403966784477,0.0023438644129782915,0.0024922960437834263,0.044872622936964035,0.2125975638628006,0.0012024635216221213,0.7120587825775146
12_rg_1,0.10979785025119781,0.009838868863880634,0.002642800100147724,0.08134929835796356,0.37026330828666687,0.003818218130618334,0.4222896695137024
12_rg_2,0.07572159916162491,0.045140333473682404,0.030409812927246094,0.08107422292232513,0.3962109386920929,0.02978619560599327,0.3416568636894226
12_rg_3,0.4245717525482178,0.02527076005935669,0.015697525814175606,0.0455491729080677,0.306435227394104,0.021440856158733368,0.1610347330570221
12_rs_1,0.6221314668655396,0.026795409619808197,0.004696746356785297,0.06956102699041367,0.14254799485206604,0.001379214460030198,0.13288810849189758
12_rs_2,0.3674613833427429,0.010282325558364391,0.003967061173170805,0.047756291925907135,0.22794833779335022,0.0012909547658637166,0.34129366278648376
12_rs_3,0.6080932021141052,0.12685295939445496,0.0044939168728888035,0.01499064639210701,0.10284965485334396,0.0004947411362081766,0.14222495257854462
12_sg_1,0.03628493472933769,0.01667449064552784,0.011498839594423771,0.5884720087051392,0.05427148938179016,0.03179129958152771,0.2610069811344147
12_ss_1,0.030474508181214333,0.0070470180362463,0.013750696554780006,0.3703223168849945,0.1686815470457077,0.2255588173866272,0.1841651201248169
12_ss_2,0.035008467733860016,0.015425220131874084,0.017364967614412308,0.487332820892334,0.11918320506811142,0.1531919538974762,0.1724933236837387
12_ts_1,0.04099647328257561,0.0034896854776889086,0.002876403508707881,0.05086357146501541,0.610366940498352,0.0006554257706739008,0.2907514274120331
12_ts_2,0.15662120282649994,0.003839206648990512,0.0018659414490684867,0.08769375085830688,0.4730530083179474,0.0003353558713570237,0.2765915095806122
13_dg_1,0.03989240154623985,0.03473629802465439,0.060506757348775864,0.03227007016539574,0.23724228143692017,0.1308334618806839,0.4645187258720398
13_dg_2,0.1254461407661438,0.24822017550468445,0.008948280476033688,0.15994258224964142,0.1340554803609848,0.06322810798883438,0.2601592540740967
13_ds_1,0.07593237608671188,0.18106968700885773,0.007248314097523689,0.2508951425552368,0.1966274380683899,0.14212945103645325,0.1460975855588913
13_ds_2,0.03922509402036667,0.15318381786346436,0.005814551375806332,0.37712234258651733,0.24327895045280457,0.07127238810062408,0.1101028323173523
13_fg_1,0.019109994173049927,0.002609782852232456,0.0024623649660497904,0.4849734306335449,0.010073117911815643,0.31190967559814453,0.16886162757873535
13_fg_2,0.003855458926409483,0.001374116400256753,0.0069152843207120895,0.517815113067627,0.0024465450551360846,0.4432114064693451,0.024382099509239197
13_fg_3,0.002952348440885544,0.00043677951907739043,0.003665392752736807,0.44945433735847473,0.0009618396288715303,0.5359950661659241,0.006534194573760033
13_fg_4,0.06466341018676758,0.021744966506958008,0.0026684021577239037,0.491058886051178,0.03457679599523544,0.1796015202999115,0.20568600296974182
13_fg_5,0.03966956213116646,0.00966583751142025,0.0028334816452115774,0.7446199655532837,0.012087768875062466,0.1564406156539917,0.034682754427194595
13_fs_1,0.003230688162147999,0.0008086104062385857,0.0025289731565862894,0.7015109658241272,0.0018043257296085358,0.27369868755340576,0.016417786478996277
13_fs_2,0.00361695047467947,0.0011281679617241025,0.0024220088962465525,0.6837779879570007,0.001472399104386568,0.30028414726257324,0.0072984108701348305
13_pg_2,0.007202325854450464,0.0016559662763029337,0.004588501062244177,0.3758111894130707,0.021131521090865135,0.437173992395401,0.15243656933307648
13_pg_3,0.05278979614377022,0.020172014832496643,0.01547833252698183,0.24507008492946625,0.14706921577453613,0.14520147442817688,0.3742191195487976
13_ps_1,0.012415065430104733,0.0019497766625136137,0.005084381438791752,0.2715030610561371,0.01493327971547842,0.5032656788825989,0.19084873795509338
13_ps_2,0.0079388078302145,0.0010484873782843351,0.00595826655626297,0.34428760409355164,0.010690572671592236,0.42801982164382935,0.2020564079284668
13_ps_3,0.005455294158309698,0.0005596601404249668,0.013038619421422482,0.29702097177505493,0.0074432226829230785,0.595910906791687,0.08057134598493576
13_ps_4,0.006293537560850382,0.0005792699521407485,0.025836719200015068,0.24037843942642212,0.011911132372915745,0.6126329898834229,0.10236793011426926
13_rs_1,0.05963842570781708,0.06655248254537582,0.008905990049242973,0.09433290362358093,0.0368652381002903,0.20143316686153412,0.5322718024253845
13_sg_1,0.016934722661972046,0.0008223759941756725,0.04191029444336891,0.09308070689439774,0.042610086500644684,0.5638703107833862,0.24077153205871582
13_ss_1,0.005673994775861502,0.0005011222674511373,0.04773348942399025,0.10599684715270996,0.002174211898818612,0.8307392597198486,0.007181192748248577
13_ss_2,0.002555530983954668,0.00048406978021375835,0.010792255401611328,0.16458402574062347,0.0061752586625516415,0.803135335445404,0.01227355096489191
13_tg_1,0.033479105681180954,0.002174813998863101,0.004098789766430855,0.29767367243766785,0.0226882454007864,0.30898910760879517,0.3308963477611542
13_tg_2,0.005156288854777813,0.00043085115612484515,0.017353132367134094,0.09499610215425491,0.0054034083150327206,0.856911301612854,0.019748883321881294
13_tg_3,0.020533546805381775,0.011553534306585789,0.011109140701591969,0.4665972590446472,0.13581645488739014,0.18845631182193756,0.1659337878227234
13_ts_1,0.01210093218833208,0.18000315129756927,0.07886255532503128,0.027691561728715897,0.503219485282898,0.12918433547019958,0.06893796473741531
13_ts_2,0.03480065241456032,0.16057062149047852,0.012538759037852287,0.09075610339641571,0.2798394560813904,0.08366750180721283,0.3378269374370575
14_ds_1,0.09556704759597778,0.7380081415176392,0.028893128037452698,0.025188088417053223,0.0613502562046051,0.0010113442549481988,0.04998200759291649
14_fg_1,0.01878751441836357,0.037224218249320984,0.00957194622606039,0.9217368364334106,0.001484645763412118,0.010600227862596512,0.0005946371238678694
14_fg_2,0.015436339192092419,0.04074001684784889,0.016630083322525024,0.9161646962165833,0.005724403075873852,0.004092344082891941,0.0012121079489588737
14_fg_3,0.06174655258655548,0.34797462821006775,0.29104557633399963,0.1978020817041397,0.07032450288534164,0.006230747327208519,0.0248759463429451
14_fs_1,0.03404871001839638,0.38669347763061523,0.05751418322324753,0.4715614318847656,0.03499256819486618,0.002984427148476243,0.012205188162624836
14_pg_1,0.05691973865032196,0.8404743075370789,0.04580337181687355,0.015071078203618526,0.02412373386323452,0.0008007297874428332,0.01680700108408928
14_pg_2,0.0548388697206974,0.7685044407844543,0.08558163791894913,0.009548034518957138,0.056226715445518494,0.0008276121807284653,0.02447272464632988
14_ps_1,0.034016866236925125,0.7763463258743286,0.09823663532733917,0.005377094727009535,0.06405621767044067,0.0007739556021988392,0.021192876622080803
14_ps_2,0.025553826242685318,0.8918652534484863,0.03732326254248619,0.015484836883842945,0.02109493501484394,0.0005097691901028156,0.00816812552511692
14_rs_2,0.03706195205450058,0.8663430213928223,0.028937332332134247,0.006301420740783215,0.035152602940797806,0.0003151158452965319,0.025888601318001747
14_rs_3,0.061573825776576996,0.8334295153617859,0.022521207109093666,0.01351927500218153,0.038765937089920044,0.0006940081948414445,0.029496241360902786
14_sg_1,0.10040297359228134,0.6314427852630615,0.08882797509431839,0.002794897183775902,0.14531677961349487,0.0011525357840582728,0.030062008649110794
14_ss_1,0.024738533422350883,0.6171627640724182,0.2615719139575958,0.009289813227951527,0.06544748693704605,0.0015429272316396236,0.020246578380465508
15_dg_1,0.003333121072500944,0.663149893283844,0.007914116606116295,0.007123175077140331,0.272225022315979,0.0002969684428535402,0.045957718044519424
15_dg_2,0.007884777151048183,0.49571770429611206,0.009875916875898838,0.00875746551901102,0.4652194082736969,0.000578969600610435,0.011965757235884666
15_dg_3,0.01864815130829811,0.41615748405456543,0.01293179765343666,0.028579778969287872,0.49601683020591736,0.0006762663833796978,0.02698967605829239
15_ds_1,0.007348017301410437,0.2616247236728668,0.016141515225172043,0.0036568010691553354,0.6924074292182922,0.000620976381469518,0.01820051111280918
15_ds_2,0.0064318240620195866,0.4348500669002533,0.01277952641248703,0.026654213666915894,0.5118088722229004,0.00047578878002241254,0.006999746430665255
15_ds_3,0.004321074113249779,0.39950886368751526,0.005823281593620777,0.003902217373251915,0.5746903419494629,0.00031813900568522513,0.0114360973238945
15_fg_1,0.018749266862869263,0.16080230474472046,0.00307841831818223,0.6470097303390503,0.15065601468086243,0.0013661467237398028,0.018338149413466454
15_fg_2,0.0008715000003576279,0.0021357506047934294,0.0009829845512285829,0.9938483834266663,0.0016150831943377852,0.0003991978883277625,0.000147139115142636
15_fg_3,0.004154960159212351,0.013485979288816452,0.005607801955193281,0.7857596278190613,0.18419891595840454,0.0006365556037053466,0.006156235001981258
15_fg_4,0.016504524275660515,0.06617441028356552,0.025965841487050056,0.6307804584503174,0.2543046474456787,0.0023246968630701303,0.0039453753270208836
15_fg_5,0.021318648010492325,0.09163772314786911,0.03012535162270069,0.5891088843345642,0.2568611800670624,0.005716171581298113,0.0052320328541100025
15_fg_6,0.062458038330078125,0.17725464701652527,0.010508065111935139,0.6132329106330872,0.1258969008922577,0.004278596490621567,0.006370860617607832
15_fg_7,0.05996142700314522,0.1785784661769867,0.012705495581030846,0.596182107925415,0.13997650146484375,0.004737828392535448,0.007858110591769218
15_fg_8,0.005163338501006365,0.006023906636983156,0.0021744221448898315,0.9668852686882019,0.014495251700282097,0.001270763692446053,0.0039871009066700935
15_fs_1,0.007124598138034344,0.013969487510621548,0.0033468587789684534,0.6066908240318298,0.312421053647995,0.0014090252807363868,0.05503815785050392
15_fs_2,0.006099957972764969,0.017799200490117073,0.013475310988724232,0.6395363807678223,0.27328282594680786,0.0017788808327168226,0.04802744835615158
15_pg_1,0.003466301131993532,0.04649902880191803,0.042664848268032074,0.012067273259162903,0.8049713373184204,0.0026082308031618595,0.08772294223308563
15_pg_2,0.005180935841053724,0.002344881882891059,0.015594626776874065,0.22746838629245758,0.7021999955177307,0.0010536425979807973,0.046157509088516235
15_ps_1,0.007430595345795155,0.012481235899031162,0.29414647817611694,0.03965815156698227,0.46541067957878113,0.1652468889951706,0.015625981613993645
15_ps_2,0.002783438889309764,0.004273214843124151,0.12184148281812668,0.18060216307640076,0.43479645252227783,0.22751359641551971,0.028189657256007195
15_rg_1,0.0108175715431571,0.04075757786631584,0.05074622482061386,0.4920436143875122,0.37863361835479736,0.00951392576098442,0.01748747006058693
15_rs_1,0.018488142639398575,0.21271517872810364,0.012481791898608208,0.02700185775756836,0.6399527192115784,0.001103182090446353,0.08825720101594925
15_rs_2,0.01816715858876705,0.21496403217315674,0.026368489488959312,0.041314058005809784,0.5750792622566223,0.0011908356100320816,0.12291622906923294
15_sg_1,0.0028756922110915184,0.14250287413597107,0.0045587546192109585,0.052896879613399506,0.695512592792511,0.0006206649704836309,0.1010325625538826
15_sg_2,0.004609307739883661,0.04108639806509018,0.009486990049481392,0.8328526616096497,0.08393057435750961,0.009346606209874153,0.018687419593334198
15_sg_3,0.0030915674287825823,0.10314670205116272,0.013215867802500725,0.11620635539293289,0.706265389919281,0.000833404716104269,0.05724070966243744
15_sg_4,0.02152419649064541,0.015983697026968002,0.07056419551372528,0.460318386554718,0.2850783169269562,0.11574040353298187,0.03079078532755375
15_ss_2,0.011382181197404861,0.004461413249373436,0.2854921817779541,0.005659386049956083,0.30130770802497864,0.379858136177063,0.011838997714221478
15_tg_1,0.0022434687707573175,0.040644533932209015,0.022006545215845108,0.10676675289869308,0.781295895576477,0.0013784666080027819,0.045664310455322266
15_tg_2,0.0010310711804777384,0.006918800063431263,0.03384818136692047,0.0003024031175300479,0.9402564764022827,0.00023500752286054194,0.017408030107617378
15_tg_3,0.0031291162595152855,0.29051274061203003,0.023488467559218407,0.0005716657033190131,0.6736592650413513,0.00035028549609705806,0.00828851293772459
15_ts_1,0.0028671552427113056,0.0073325796984136105,0.009519326500594616,0.018329041078686714,0.9144878387451172,0.00037820846773684025,0.04708585888147354
15_ts_2,0.007723634131252766,0.047174204140901566,0.008270027115941048,0.0030884796287864447,0.9215168356895447,0.0003102039045188576,0.011916648596525192
16_dg_1,0.029793061316013336,0.3326103389263153,0.15208275616168976,0.04272052273154259,0.3069900572299957,0.006153125315904617,0.12965016067028046
16_dg_2,0.004754119087010622,0.922412633895874,0.00217597559094429,0.0003839769633486867,0.06822345405817032,0.00015373676433227956,0.0018960146699100733
16_dg_3,0.008923115208745003,0.8406175971031189,0.006570766679942608,0.002547886222600937,0.13784922659397125,0.0008350232965312898,0.002656306140124798
16_dg_4,0.007187761832028627,0.48161593079566956,0.016016805544495583,0.0003048911166843027,0.4896906316280365,0.0007390070823021233,0.004444993566721678
16_ds_1,0.020477475598454475,0.6045843362808228,0.020725252106785774,0.0032586322631686926,0.311034232378006,0.0005714126746170223,0.03934858366847038
16_ds_2,0.06698348373174667,0.11255654692649841,0.013578814454376698,0.017585309222340584,0.6468762755393982,0.00043077688314951956,0.14198876917362213
16_ds_3,0.030355436727404594,0.41787803173065186,0.003909113351255655,0.024639619514346123,0.3025444447994232,0.0002877969527617097,0.22038549184799194
16_fg_1,0.004897948820143938,0.005226182751357555,0.038018446415662766,0.6641544103622437,0.12766033411026,0.010778051801025867,0.14926458895206451
16_fg_2,0.04531364142894745,0.09106077253818512,0.0965932309627533,0.4019774794578552,0.18923261761665344,0.018275650218129158,0.15754665434360504
16_fg_3,0.001681621535681188,0.0015489666257053614,0.0017781102797016501,0.9934616684913635,0.0004768941435031593,0.0009478278225287795,0.00010485027451068163
16_fg_4,0.026099730283021927,0.012813258916139603,0.08722835034132004,0.726531445980072,0.12500110268592834,0.0021044770255684853,0.02022162824869156
16_fg_5,0.00962730310857296,0.0002027932059718296,0.015616684220731258,0.9668636918067932,0.00037349792546592653,0.007277232129126787,3.8900932850083336e-05
16_fs_1,0.002294034929946065,0.001516136690042913,0.0021968944929540157,0.7962367534637451,0.14436021447181702,0.0004503524396568537,0.05294553562998772
16_fs_2,0.0035109329037368298,0.005603516474366188,0.004655077587813139,0.7470476627349854,0.14684994518756866,0.0009216268663294613,0.09141121059656143
16_pg_1,0.0179499089717865,0.0026514388155192137,0.3630906343460083,0.020089780911803246,0.3951866328716278,0.008073235861957073,0.19295839965343475
16_pg_2,0.02163468301296234,0.020773135125637054,0.3523346483707428,0.059750478714704514,0.28018608689308167,0.18921391665935516,0.07610701769590378
16_ps_1,0.08819064497947693,0.003607617923989892,0.5034584999084473,0.02894105762243271,0.24526850879192352,0.02666451409459114,0.10386917740106583
16_ps_3,0.011027911677956581,0.009427585639059544,0.5844476222991943,0.008457090705633163,0.3236880898475647,0.014656614512205124,0.04829512909054756
16_ps_4,0.025637082755565643,0.005228087306022644,0.32588231563568115,0.12355417013168335,0.2625608444213867,0.06945931911468506,0.18767820298671722
16_ps_5,0.012999560683965683,0.014753329567611217,0.6878865957260132,0.0652645155787468,0.05805507302284241,0.0937100201845169,0.06733093410730362
16_rg_1,0.021646773442626,0.003981252200901508,0.04680640622973442,0.008822748437523842,0.6905216574668884,0.002807560143992305,0.22541360557079315
16_rg_2,0.025940436869859695,0.00606970489025116,0.08002516627311707,0.01290325727313757,0.5984870791435242,0.007820876315236092,0.2687534987926483
16_rg_3,0.055769503116607666,0.17909812927246094,0.13225620985031128,0.08828546851873398,0.393326997756958,0.006380360573530197,0.14488334953784943
16_rs_1,0.05865619331598282,0.011417796835303307,0.01028421614319086,0.025594791397452354,0.6501647233963013,0.0005108392215333879,0.24337147176265717
16_rs_2,0.07983816415071487,0.008004636503756046,0.006502607371658087,0.007882500998675823,0.7029155492782593,0.0003288456646259874,0.19452771544456482
